"y","x1","x2","x3","x4","x5","x6","x7","x8","x9"
0,-0.424305833410472,0.152643093373626,0.0232999139546697,0.319349321303889,0.447510060388595,0.032063823658973,0.0805547370109707,0.813474017428234,0.87851242069155
0,-1.10520118661225,0.129484251141548,0.0167661712936875,0.711905920179561,0.352103687589988,0.699685971951112,0.196813534712419,0.633002516813576,0.587332559516653
0,-3.23242113832384,-0.852019542828202,0.725937301361179,0.545295726740733,0.910975389648229,0.470652850810438,0.488672148901969,0.382341473130509,0.0731397131457925
0,0.219225127249956,-0.0922687533311546,0.00851352284128545,0.404317730804905,0.0544985104352236,0.344408164499328,0.734035938745365,0.444220916600898,0.641957032494247
0,-3.79077900014818,-0.253441474866122,0.0642325811823152,0.370948218740523,0.4666736072395,0.526482762768865,0.10954471398145,0.291139344451949,0.43708154023625
0,-2.29889768641442,-0.337365093175322,0.113815206093194,0.12514583603479,0.262424279004335,0.886394675588235,0.58487606793642,0.344529919093475,0.37410221924074
0,0.82694886578247,0.895260046236217,0.801490550386873,0.304774622665718,0.390084702055901,0.448113352525979,0.929138085339218,0.844009656226262,0.19853444211185
0,0.454292201437056,-0.437765378970653,0.191638527025319,0.721303608268499,0.822339480742812,0.656443551182747,0.254215375054628,0.0322591192089021,0.646095184842125
0,-1.81006549438462,-0.509191907010972,0.259276398165471,0.377810129662976,0.924758739303797,0.534349461784586,0.215812503593042,0.13785884832032,0.961344845127314
0,0.631427350919694,-0.707912757992744,0.501140472928894,0.444564826553687,0.729309658985585,0.119272227864712,0.527376873651519,0.487745974678546,0.712841898901388
0,-4.4635676140897,0.958860587794334,0.919413626825295,0.880628463812172,0.555244766641408,0.286346519831568,0.550587801728398,0.032489208271727,0.889399523148313
0,-4.16840141266584,0.987435184884816,0.975028244348512,0.698071624152362,0.492730835918337,0.452148427953944,0.407497902633622,0.851700520375744,0.360845779301599
0,0.680225553456694,0.654717465396971,0.428654959495833,0.774690201273188,0.622805406106636,0.12124357605353,0.52381746750325,0.688838091446087,0.69173102802597
0,-2.93814614973962,-0.61203540628776,0.374587338549823,0.693127009784803,0.589214666280895,0.174192528007552,0.700284250080585,0.547522634966299,0.749368701828644
0,-0.501318425871432,0.962650860194117,0.926696678632473,0.820038951234892,0.648296131752431,0.283598105888814,0.30915775266476,0.791783180553466,0.0821814858354628
0,-0.489031965378672,-0.949542866554111,0.901631655423799,0.313916593091562,0.847197740105912,0.861826320178807,0.61751943314448,0.0159947981592268,0.355314283166081
0,0.537802217528224,0.944776964839548,0.892603513291428,0.684942563530058,0.910282210912555,0.825389627134427,0.356842775363475,0.890493515413254,0.528413551859558
0,0.740874677430838,0.847593311220407,0.718414421225575,0.0191534410696477,0.150494979228824,0.275419704383239,0.956155965803191,0.525577637832612,0.523930706782266
0,-2.83162586344406,-0.321720643900335,0.103504172711646,0.167732273228467,0.743717710720375,0.716741706477478,0.333366334903985,0.800008728634566,0.31725417310372
0,0.0617518019862473,-0.506841195747256,0.256887997706509,0.351002490147948,0.625895822653547,0.0132546972017735,0.792959219776094,0.301031567156315,0.283815302886069
0,-2.93364415550604,0.69832753110677,0.487661340701677,0.644851933466271,0.165898829465732,0.730759454192594,0.974153983173892,0.13909993134439,0.611577701289207
0,-3.30849218321964,0.448176429141313,0.200862111637858,0.641430906252936,0.374417934333906,0.955829200102016,0.177498031174764,0.540436207549646,0.36615888401866
0,-2.37548864120618,-0.906764032319188,0.822221010307754,0.175766073865816,0.255938539281487,0.0396197324153036,0.485411159461364,0.478781221434474,0.965342209208757
0,-3.58287913817912,-0.692643681075424,0.479755268933714,0.233198988018557,0.154200371587649,0.141060304362327,0.256332425633445,0.634272118331864,0.646339014172554
0,-2.77118546562269,0.125188346020877,0.0156721219794429,0.823052441934124,0.0835913133341819,0.874991744989529,0.616602817317471,0.576124234357849,0.15371179417707
0,-2.21496348595247,0.962851382326335,0.927082784447734,0.0591677227057517,0.287727741990238,0.286391871981323,0.938274733489379,0.365071112988517,0.858824641210958
0,-4.09203973226249,0.863548459950835,0.745715942683458,0.246984563302249,0.779994149459526,0.466974029317498,0.222285831579939,0.950187021866441,0.869604288833216
0,-1.27334804972634,0.797229886986315,0.635575492704213,0.908787003718317,0.402476549614221,0.0796657451428473,0.568168506259099,0.149266000604257,0.672235717531294
0,-0.477432869840413,-0.0604134807363153,0.00364978865467713,0.805865029338747,0.911335577722639,0.0359967111144215,0.270043115597218,0.966967790853232,0.22047603642568
0,-2.56042508641258,0.990016221534461,0.980132118901371,0.627844223054126,0.429839838994667,0.405375516042113,0.664175682235509,0.188709033187479,0.934689613059163
0,-0.244243048597127,0.79654903896153,0.634490371470537,0.342646761564538,0.678003358887509,0.874905751319602,0.997312861261889,0.0436562155373394,0.239526950521395
0,-3.93894105497748,-0.796764572151005,0.634833783434974,0.960247025126591,0.94893224700354,0.734746498521417,0.00537701440043747,0.970301119843498,0.57941259094514
0,0.667724868282676,0.478914750739932,0.229359338476291,0.40908315195702,0.802093603648245,0.663532997947186,0.157647618325427,0.847935396479443,0.938157943775877
0,-4.49970377702266,-0.541758950334042,0.293502760267043,0.539279027143493,0.688541371840984,0.401948879705742,0.978862383170053,0.779642509063706,0.954935547662899
0,-4.43528937501833,0.576730121392757,0.332617632921704,0.935117459157482,0.94543287740089,0.209207385079935,0.302066789707169,0.819659942528233,0.102535490412265
